K007,  -5469170.2220,  -2518419.9720,   2099831.9937, 2009, 07, 31
K009,  -5469158.3042,  -2518324.3380,   2100028.8018, 2009, 08, 05
K013,  -5469110.4549,  -2518159.6922,   2100404.7089, 2009, 08, 04
K017,  -5469082.4801,  -2518111.0745,   2100514.2546, 2009, 08, 05
K022,  -5469070.6250,  -2518099.8996,   2100551.2169, 2009, 08, 04
K026,  -5468987.8624,  -2517792.7752,   2101225.9738, 2009, 07, 31
K028,  -5468955.7750,  -2517712.5932,   2101353.9394, 2009, 08, 05
K030,  -5468913.2128,  -2517646.3279,   2101558.4158, 2009, 08, 04
K032,  -5468888.6625,  -2517620.9095,   2101677.0226, 2009, 07, 31
K048,  -5469456.3371,  -2518360.9662,   2099146.5588, 2009, 08, 05
K050,  -5469583.3761,  -2518210.4521,   2098964.1507, 2009, 07, 31
K052,  -5469661.8831,  -2518141.4774,   2098787.7145, 2009, 08, 04
