K001,  -5469242.8943,  -2518481.1979,   2099557.0773, 2017, 07, 10
K002,  -5469283.5899,  -2518481.1000,   2099460.4614, 2017, 07, 10
K003,  -5469324.1641,  -2518495.3521,   2099346.4443, 2017, 07, 10
K004,  -5469345.5056,  -2518520.5679,   2099254.4969, 2017, 07, 10
K005,  -5469211.3896,  -2518467.1248,   2099656.8052, 2017, 07, 10
K006,  -5469178.4732,  -2518470.0954,   2099754.4162, 2017, 07, 10
K007,  -5469170.3040,  -2518420.2171,   2099831.5939, 2017, 07, 11
K008,  -5469158.4580,  -2518378.6730,   2099927.8998, 2017, 07, 11
K009,  -5469158.3826,  -2518324.5744,   2100028.3878, 2017, 07, 11
K010,  -5469128.9860,  -2518299.4907,   2100134.8206, 2017, 07, 11
K011,  -5469115.8122,  -2518271.9287,   2100233.6869, 2017, 07, 11
K012,  -5469116.8401,  -2518210.1351,   2100318.2819, 2017, 07, 11
K013,  -5469110.5363,  -2518159.9495,   2100404.2818, 2017, 07, 13
K014,  -5469109.6667,  -2518145.6579,   2100419.7724, 2017, 07, 11
K015,  -5469127.1743,  -2518101.4293,   2100422.9785, 2017, 07, 11
K016,  -5469096.2862,  -2518108.1122,   2100493.8479, 2017, 07, 13
K017,  -5469082.5537,  -2518111.3236,   2100513.8281, 2017, 07, 13
K018,  -5469068.7656,  -2518070.0488,   2100602.3790, 2017, 07, 19
K019,  -5469048.8003,  -2518034.5793,   2100706.8336, 2017, 07, 13
K020,  -5469049.0051,  -2517966.9602,   2100792.6627, 2017, 07, 14
K021,  -5469032.0024,  -2517935.1491,   2100879.1565, 2017, 07, 14
K022,  -5469070.7125,  -2518100.1601,   2100550.7955, 2017, 07, 13
K023,  -5469030.2014,  -2517883.6399,   2100973.8288, 2017, 07, 14
K024,  -5469021.8521,  -2517837.2478,   2101073.1170, 2017, 07, 14
K025,  -5468998.0813,  -2517811.0201,   2101172.1314, 2017, 07, 14
K026,  -5468987.9900,  -2517793.0411,   2101225.5387, 2017, 07, 15
K027,  -5468971.6800,  -2517765.4175,   2101281.5847, 2017, 07, 15
K028,  -5468955.9072,  -2517712.8443,   2101353.5109, 2017, 07, 16
K029,  -5468932.0646,  -2517685.1075,   2101457.8010, 2017, 07, 16
K030,  -5468913.3678,  -2517646.5846,   2101558.0033, 2017, 07, 17
K031,  -5468913.6665,  -2517604.6515,   2101613.5434, 2017, 07, 17
K032,  -5468888.8111,  -2517621.1644,   2101676.5969, 2017, 07, 18
K033,  -5468891.0788,  -2517581.6626,   2101734.0938, 2017, 07, 19
K034,  -5468867.8982,  -2517570.4949,   2101806.1533, 2017, 07, 19
K035,  -5468852.1799,  -2517501.7864,   2101910.3752, 2017, 07, 19
K036,  -5468829.4854,  -2517470.8127,   2102010.3043, 2017, 07, 19
K037,  -5468819.0049,  -2517421.6724,   2102102.4859, 2017, 07, 19
K038,  -5468799.1036,  -2517391.2164,   2102205.0764, 2017, 07, 19
K039,  -5468800.6209,  -2517325.4551,   2102281.8786, 2017, 07, 17
K040,  -5468769.0961,  -2517327.1298,   2102368.7671, 2017, 07, 16
K041,  -5468780.8229,  -2517254.6818,   2102424.4675, 2017, 07, 17
K042,  -5468761.9845,  -2517216.1927,   2102522.3137, 2017, 07, 15
K043,  -5468741.0948,  -2517173.9572,   2102626.6391, 2017, 07, 15
K044,  -5468742.5316,  -2517123.5068,   2102683.9822, 2017, 07, 15
K045,  -5468636.5753,  -2517277.2205,   2102789.9406, 2017, 07, 15
K046,  -5468608.8448,  -2517222.6070,   2102933.4874, 2017, 07, 14
K048,  -5469456.4179,  -2518361.2232,   2099146.1635, 2017, 07, 20
K050,  -5469583.4444,  -2518210.6971,   2098963.7653, 2017, 07, 20
K052,  -5469661.9852,  -2518141.7386,   2098787.3515, 2017, 07, 21
K055,  -5469775.1923,  -2518052.6717,   2098548.9102, 2017, 07, 21
K056,  -5469804.3724,  -2518073.8100,   2098441.3996, 2017, 07, 21
K057,  -5469814.9273,  -2518118.7485,   2098344.5804, 2017, 07, 22
K058,  -5469844.0710,  -2518150.5320,   2098220.4896, 2017, 07, 22
K059,  -5469870.5524,  -2518175.2546,   2098124.0226, 2017, 07, 22
K060,  -5469912.6174,  -2518148.0528,   2098032.5027, 2017, 07, 23
K063,  -5469993.4133,  -2518185.6117,   2097751.2541, 2017, 07, 23
