K001,  -5469242.8781,  -2518480.8608,   2099557.5175, 2006, 06, 29
K002,  -5469283.5808,  -2518480.7651,   2099460.9195, 2006, 06, 29
K003,  -5469324.1324,  -2518495.0018,   2099346.8852, 2006, 06, 29
K004,  -5469345.4622,  -2518520.2145,   2099254.9475, 2006, 06, 29
K005,  -5469211.3752,  -2518466.7966,   2099657.2399, 2006, 06, 29
K006,  -5469178.4635,  -2518469.7741,   2099754.8501, 2006, 06, 29
K007,  -5469170.2911,  -2518419.9039,   2099832.0215, 2006, 06, 29
K008,  -5469158.4500,  -2518378.3611,   2099928.3305, 2006, 06, 29
K009,  -5469158.3772,  -2518324.2700,   2100028.8222, 2006, 06, 29
K010,  -5469129.0098,  -2518299.1992,   2100135.2741, 2006, 06, 29
K011,  -5469115.8209,  -2518271.6320,   2100234.1340, 2006, 06, 29
K012,  -5469116.8648,  -2518209.8344,   2100318.7344, 2006, 06, 29
K013,  -5469110.5405,  -2518159.6187,   2100404.7213, 2006, 06, 30
K014,  -5469109.7043,  -2518145.3426,   2100420.2068, 2006, 06, 30
K015,  -5469127.2144,  -2518101.1217,   2100423.4075, 2006, 06, 30
K016,  -5469096.3142,  -2518107.7916,   2100494.2794, 2006, 06, 30
K017,  -5469082.5791,  -2518111.0067,   2100514.2592, 2006, 06, 30
K018,  -5469068.8047,  -2518069.7516,   2100602.8070, 2006, 06, 30
K019,  -5469048.8153,  -2518034.2714,   2100707.2530, 2006, 06, 30
K020,  -5469049.0188,  -2517966.6554,   2100793.0800, 2006, 06, 30
K021,  -5469032.0220,  -2517934.8421,   2100879.5763, 2006, 06, 30
K022,  -5469070.7362,  -2518099.8375,   2100551.2262, 2006, 06, 30
K023,  -5469030.2245,  -2517883.3358,   2100974.2519, 2006, 06, 30
K024,  -5469021.8836,  -2517836.9533,   2101073.5434, 2006, 07, 01
K025,  -5468998.1095,  -2517810.7190,   2101172.5521, 2006, 07, 01
K026,  -5468988.0120,  -2517792.7364,   2101225.9614, 2006, 07, 01
K027,  -5468971.7105,  -2517765.1163,   2101281.9912, 2006, 07, 01
K028,  -5468955.9325,  -2517712.5545,   2101353.9125, 2006, 07, 01
K029,  -5468932.0750,  -2517684.8109,   2101458.1923, 2006, 07, 01
K030,  -5468913.3929,  -2517646.3035,   2101558.3924, 2006, 07, 01
K031,  -5468913.7078,  -2517604.3719,   2101613.9403, 2006, 07, 02
K032,  -5468888.8435,  -2517620.8872,   2101676.9910, 2006, 07, 02
K033,  -5468891.1185,  -2517581.3827,   2101734.4934, 2006, 07, 02
K034,  -5468867.9363,  -2517570.2182,   2101806.5471, 2006, 07, 02
K035,  -5468852.2217,  -2517501.5138,   2101910.7720, 2006, 07, 02
K036,  -5468829.5242,  -2517470.5419,   2102010.6985, 2006, 07, 02
K037,  -5468819.0456,  -2517421.4082,   2102102.8829, 2006, 07, 03
K038,  -5468799.1438,  -2517390.9509,   2102205.4697, 2006, 07, 03
K039,  -5468800.6653,  -2517325.1945,   2102282.2700, 2006, 07, 03
K040,  -5468769.1316,  -2517326.8628,   2102369.1576, 2006, 07, 03
K041,  -5468780.8639,  -2517254.4155,   2102424.8504, 2006, 07, 03
K042,  -5468762.0204,  -2517215.9267,   2102522.6913, 2006, 07, 03
K055,  -5469775.1093,  -2518052.3412,   2098549.3160, 2006, 07, 27
K056,  -5469804.2789,  -2518073.4739,   2098441.8099, 2006, 07, 27
K057,  -5469814.8319,  -2518118.4118,   2098344.9827, 2006, 07, 27
K058,  -5469843.9748,  -2518150.1981,   2098220.8931, 2006, 07, 27
K059,  -5469870.4484,  -2518174.9174,   2098124.4226, 2006, 07, 25
K060,  -5469912.5260,  -2518147.7160,   2098032.9096, 2006, 07, 25
K063,  -5469993.3017,  -2518185.2717,   2097751.6645, 2006, 07, 25
K064,  -5470014.6079,  -2518193.4623,   2097673.8071, 2006, 07, 25
