K001,  -5469242.8888,  -2518480.7853,   2099557.7032, 2003, 06, 04
K002,  -5469283.5732,  -2518480.6860,   2099461.0961, 2003, 06, 12
K003,  -5469324.1481,  -2518494.9315,   2099347.0695, 2003, 06, 12
K004,  -5469345.4774,  -2518520.1485,   2099255.1286, 2003, 06, 04
K005,  -5469211.3717,  -2518466.7114,   2099657.4190, 2003, 06, 05
K006,  -5469178.4593,  -2518469.6969,   2099755.0403, 2003, 06, 05
K007,  -5469170.3016,  -2518419.8259,   2099832.2113, 2003, 06, 05
K008,  -5469158.4258,  -2518378.2686,   2099928.5144, 2003, 06, 06
K009,  -5469158.3605,  -2518324.1913,   2100029.0136, 2003, 06, 06
K010,  -5469129.0041,  -2518299.1117,   2100135.4604, 2003, 06, 07
K011,  -5469115.8053,  -2518271.5435,   2100234.3318, 2003, 06, 07
K012,  -5469116.8659,  -2518209.7451,   2100318.9352, 2003, 06, 07
K013,  -5469110.5279,  -2518159.5440,   2100404.9221, 2003, 06, 08
K014,  -5469109.6974,  -2518145.2654,   2100420.4104, 2003, 06, 09
K015,  -5469127.2132,  -2518101.0451,   2100423.6136, 2003, 06, 09
K016,  -5469096.3159,  -2518107.7135,   2100494.4840, 2003, 06, 09
K017,  -5469082.5748,  -2518110.9295,   2100514.4618, 2003, 06, 10
K018,  -5469068.8096,  -2518069.6634,   2100603.0138, 2003, 06, 10
K019,  -5469048.8146,  -2518034.1886,   2100707.4530, 2003, 06, 11
K020,  -5469049.0199,  -2517966.5665,   2100793.2894, 2003, 06, 14
K021,  -5469032.0215,  -2517934.7542,   2100879.7884, 2003, 06, 14
K022,  -5469070.7398,  -2518099.7669,   2100551.4285, 2003, 06, 10
K023,  -5469030.2132,  -2517883.2471,   2100974.4641, 2003, 06, 14
K024,  -5469021.8463,  -2517836.8467,   2101073.7452, 2003, 06, 15
K025,  -5468998.0926,  -2517810.6331,   2101172.7695, 2003, 06, 15
K026,  -5468987.9718,  -2517792.6539,   2101226.1742, 2003, 06, 15
K027,  -5468971.6848,  -2517765.0307,   2101282.2151, 2003, 06, 16
K028,  -5468955.9156,  -2517712.4846,   2101354.1306, 2003, 06, 16
K029,  -5468932.0505,  -2517684.7341,   2101458.4182, 2003, 06, 16
K030,  -5468913.3497,  -2517646.2138,   2101558.6092, 2003, 06, 16
K031,  -5468913.6613,  -2517604.2888,   2101614.1538, 2003, 06, 16
K032,  -5468888.7623,  -2517620.7854,   2101677.2002, 2003, 06, 17
K033,  -5468891.0444,  -2517581.2853,   2101734.6989, 2003, 06, 17
K034,  -5468867.8745,  -2517570.1169,   2101806.7652, 2003, 06, 17
K035,  -5468852.1452,  -2517501.4210,   2101910.9837, 2003, 06, 17
K036,  -5468829.4635,  -2517470.4509,   2102010.9064, 2003, 06, 18
K037,  -5468818.9563,  -2517421.2965,   2102103.0801, 2003, 06, 18
K038,  -5468799.0607,  -2517390.8506,   2102205.6670, 2003, 06, 18
K039,  -5468800.5702,  -2517325.0908,   2102282.4613, 2003, 06, 18
K040,  -5468769.0350,  -2517326.7565,   2102369.3532, 2003, 06, 18
K041,  -5468780.7519,  -2517254.3136,   2102425.0330, 2003, 06, 19
K042,  -5468761.9470,  -2517215.8416,   2102522.8794, 2003, 06, 19
K043,  -5468741.0358,  -2517173.6056,   2102627.1862, 2003, 06, 19
K044,  -5468742.4472,  -2517123.1485,   2102684.5181, 2003, 06, 19
K045,  -5468636.4784,  -2517276.8453,   2102790.4762, 2003, 06, 19
K046,  -5468608.7366,  -2517222.2296,   2102934.0130, 2003, 06, 19
K059,  -5469870.4514,  -2518174.8400,   2098124.5892, 2003, 06, 22
K060,  -5469912.5283,  -2518147.6375,   2098033.0757, 2003, 06, 22
K063,  -5469993.2980,  -2518185.1884,   2097751.8222, 2003, 06, 22
K064,  -5470014.6118,  -2518193.3886,   2097673.9648, 2003, 06, 22
