K001,  -5469242.8227,  -2518481.1106,   2099557.4902, 2003, 06, 04
K002,  -5469283.5310,  -2518480.8937,   2099460.9601, 2003, 06, 12
K003,  -5469324.1059,  -2518495.1392,   2099346.9334, 2003, 06, 12
K004,  -5469345.4382,  -2518520.3414,   2099255.0023, 2003, 06, 04
K005,  -5469211.3057,  -2518467.0366,   2099657.2061, 2003, 06, 05
K006,  -5469178.3933,  -2518470.0221,   2099754.8274, 2003, 06, 05
K007,  -5469170.2290,  -2518420.1834,   2099831.9773, 2003, 06, 05
K008,  -5469158.3598,  -2518378.5937,   2099928.3015, 2003, 06, 06
K009,  -5469158.3054,  -2518324.4625,   2100028.8360, 2003, 06, 06
K010,  -5469128.9593,  -2518299.3325,   2100135.3158, 2003, 06, 07
K011,  -5469115.7439,  -2518271.8461,   2100234.1337, 2003, 06, 07
K012,  -5469116.8045,  -2518210.0477,   2100318.7371, 2003, 06, 07
K013,  -5469110.4735,  -2518159.8122,   2100404.7465, 2003, 06, 08
K014,  -5469109.6456,  -2518145.5206,   2100420.2432, 2003, 06, 09
K015,  -5469127.1724,  -2518101.2463,   2100423.4818, 2003, 06, 09
K016,  -5469096.2710,  -2518107.9349,   2100494.3389, 2003, 06, 09
K017,  -5469082.5115,  -2518111.2415,   2100514.2575, 2003, 06, 10
K018,  -5469068.7721,  -2518069.8480,   2100602.8930, 2003, 06, 10
K019,  -5469048.7627,  -2518034.4441,   2100707.2857, 2003, 06, 11
K020,  -5469048.9541,  -2517966.8910,   2100793.0769, 2003, 06, 14
K021,  -5469031.9557,  -2517935.0787,   2100879.5759, 2003, 06, 14
K022,  -5469070.6905,  -2518100.0096,   2100551.2695, 2003, 06, 10
K023,  -5469030.1474,  -2517883.5716,   2100974.2516, 2003, 06, 14
K024,  -5469021.7882,  -2517837.1333,   2101073.5576, 2003, 06, 15
K025,  -5468998.0409,  -2517810.8881,   2101172.6025, 2003, 06, 15
K026,  -5468987.8995,  -2517793.0103,   2101225.9408, 2003, 06, 15
K027,  -5468971.6190,  -2517765.3551,   2101282.0027, 2003, 06, 16
K028,  -5468955.8601,  -2517712.7584,   2101353.9513, 2003, 06, 16
K029,  -5468931.9988,  -2517684.9891,   2101458.2512, 2003, 06, 16
K030,  -5468913.2827,  -2517646.5444,   2101558.3927, 2003, 06, 16
K031,  -5468913.6032,  -2517604.5755,   2101613.9661, 2003, 06, 16
K032,  -5468888.6962,  -2517621.1111,   2101676.9870, 2003, 06, 17
K033,  -5468890.9863,  -2517581.5719,   2101734.5113, 2003, 06, 17
K034,  -5468867.8253,  -2517570.3593,   2101806.6065, 2003, 06, 17
K035,  -5468852.0871,  -2517501.7076,   2101910.7961, 2003, 06, 17
K036,  -5468829.3977,  -2517470.7753,   2102010.6940, 2003, 06, 18
K037,  -5468818.9138,  -2517421.5061,   2102102.9429, 2003, 06, 18
K038,  -5468799.0182,  -2517391.0602,   2102205.5298, 2003, 06, 18
K039,  -5468800.5121,  -2517325.3773,   2102282.2737, 2003, 06, 18
K040,  -5468768.9769,  -2517327.0429,   2102369.1657, 2003, 06, 18
K041,  -5468780.6939,  -2517254.6000,   2102424.8455, 2003, 06, 19
K042,  -5468761.8890,  -2517216.1279,   2102522.6919, 2003, 06, 19
K043,  -5468740.9548,  -2517174.0056,   2102626.9243, 2003, 06, 19
K044,  -5468742.3888,  -2517123.4368,   2102684.3293, 2003, 06, 19
K045,  -5468636.4200,  -2517277.1336,   2102790.2874, 2003, 06, 19
K046,  -5468608.6905,  -2517222.4573,   2102933.8639, 2003, 06, 19
K059,  -5469870.3985,  -2518175.1000,   2098124.4190, 2003, 06, 22
K060,  -5469912.4841,  -2518147.8547,   2098032.9335, 2003, 06, 22
K063,  -5469993.2538,  -2518185.4055,   2097751.6800, 2003, 06, 22
K064,  -5470014.5973,  -2518193.4598,   2097673.9182, 2003, 06, 22
